network,geoname_id,registered_country_geoname_id,represented_country_geoname_id,is_anonymous_proxy,is_satellite_provider,postal_code,latitude,longitude,accuracy_radius
1.0.0.0/24,2077456,2077456,,0,0,,-33.494,143.2104,1000
1.0.1.0/24,1814991,1814991,,0,0,,34.7725,113.7266,50
1.0.2.0/23,1814991,1814991,,0,0,,34.7725,113.7266,50
1.0.4.0/22,2077456,2077456,,0,0,,-33.494,143.2104,1000
1.0.8.0/21,1814991,1814991,,0,0,,34.7725,113.7266,50
1.0.16.0/20,1861060,1861060,,0,0,,35.69,139.69,500
1.0.32.0/19,1814991,1814991,,0,0,,34.7725,113.7266,50
1.0.64.0/23,1862415,1861060,,0,0,733-0871,34.3903,132.4193,5
1.0.66.0/24,1862415,1861060,,0,0,739-0311,34.4207,132.6018,5
1.0.67.0/24,1862415,1861060,,0,0,731-0221,34.5146,132.5144,20
1.0.68.0/24,1853655,1861060,,0,0,143-0021,35.5993,139.7075,500
1.0.69.0/24,1863018,1861060,,0,0,738-0013,34.3473,132.3361,50
1.0.70.0/23,1862415,1861060,,0,0,733-0871,34.3903,132.4193,10
1.0.72.0/24,1862415,1861060,,0,0,733-0871,34.3903,132.4193,50
1.0.73.0/24,1862415,1861060,,0,0,731-0121,34.4597,132.4745,10
1.0.74.0/23,1862415,1861060,,0,0,736-0081,34.3807,132.526,1000
1.0.76.0/24,1862415,1861060,,0,0,731-0121,34.4597,132.4745,10
1.0.77.0/24,1862415,1861060,,0,0,734-0011,34.3401,132.4439,5
1.0.78.0/23,1862415,1861060,,0,0,730-0000,34.4,132.45,200
1.0.80.0/23,1857550,1861060,,0,0,690-0121,35.4775,133.0333,20
1.0.82.0/23,1849892,1861060,,0,0,680-0061,35.4917,134.2333,200
1.0.84.0/24,1849892,1861060,,0,0,680-0081,35.4917,134.2333,5
1.0.85.0/24,1853174,1861060,,0,0,684-0071,35.5322,133.2018,20
1.0.86.0/24,1861084,1861060,,0,0,693-0031,35.2673,132.6974,100
1.0.87.0/24,1848277,1861060,,0,0,683-0851,35.4631,133.6428,20
1.0.88.0/24,1852442,1861060,,0,0,696-1131,35.0769,132.5611,50
1.0.89.0/24,1848277,1861060,,0,0,683-0101,35.4975,133.257,50
1.0.90.0/24,1849892,1861060,,0,0,680-0013,35.5,134.2333,100
1.0.91.0/24,1857550,1861060,,0,0,690-0011,35.4364,133.0619,1
1.0.92.0/23,1857550,1861060,,0,0,699-0101,35.4326,133.1637,100
1.0.94.0/23,1849892,1861060,,0,0,680-0941,35.5392,134.182,100
1.0.96.0/23,1857550,1861060,,0,0,690-0041,35.4476,133.0815,200
1.0.98.0/24,1857550,1861060,,0,0,690-0861,35.4498,133.0435,100
1.0.99.0/24,1848482,1861060,,0,0,692-0011,35.4215,133.2422,10
1.0.100.0/23,1857550,1861060,,0,0,690-0011,35.4364,133.0619,20
1.0.102.0/24,1857550,1861060,,0,0,690-0011,35.4364,133.0619,20
1.0.103.0/24,1857550,1861060,,0,0,690-0121,35.4775,133.0333,20
1.0.104.0/24,1848277,1861060,,0,0,683-0831,35.4323,133.3584,20
1.0.105.0/25,1848277,1861060,,0,0,683-0831,35.4323,133.3584,20
1.0.105.128/25,1857550,1861060,,0,0,690-0011,35.4364,133.0619,20
1.0.106.0/23,1857550,1861060,,0,0,690-0011,35.4364,133.0619,10
1.0.108.0/23,1857550,1861060,,0,0,699-0101,35.4326,133.1637,10
1.0.110.0/24,1857550,1861060,,0,0,690-0141,35.4775,133.0333,10
1.0.111.0/24,1857550,1861060,,0,0,699-0101,35.4326,133.1637,10
1.0.112.0/24,1849892,1861060,,0,0,680-0851,35.3964,134.1228,50
1.0.113.0/24,1857550,1861060,,0,0,699-0111,35.4326,133.1637,100
1.0.114.0/24,1849892,1861060,,0,0,680-0013,35.5,134.2333,50
1.0.115.0/24,1861084,1861060,,0,0,693-0041,35.1116,132.3556,100
1.0.116.0/24,1849892,1861060,,0,0,680-0841,35.3964,134.1228,100
1.0.117.0/24,1857550,1861060,,0,0,690-0001,35.4645,133.0771,20
1.0.118.0/24,1857550,1861060,,0,0,690-0041,35.4476,133.0815,100
1.0.119.0/25,1858301,1861060,,0,0,682-0861,35.4417,134.0083,10
1.0.119.128/25,1849892,1861060,,0,0,680-0013,35.5,134.2333,10
1.0.120.0/25,1857550,1861060,,0,0,690-0871,35.4498,133.0435,20
1.0.120.128/25,1848482,1861060,,0,0,692-0011,35.4215,133.2422,20
1.0.121.0/25,1861084,1861060,,0,0,699-0631,35.3847,132.8213,20
1.0.121.128/25,1857550,1861060,,0,0,690-0011,35.4364,133.0619,20
1.0.122.0/24,1848277,1861060,,0,0,683-0101,35.4975,133.257,100
1.0.123.0/24,1849892,1861060,,0,0,680-0941,35.5392,134.182,20
1.0.124.0/23,1857550,1861060,,0,0,690-0011,35.4364,133.0619,20
1.0.126.0/23,1848277,1861060,,0,0,683-0803,35.4333,133.3333,50
1.0.128.0/23,1151426,1605651,,0,0,56000,19.1695,99.9165,100
1.0.130.0/23,1606270,1605651,,0,0,16000,14.8879,100.4046,100
1.0.132.0/23,1606270,1605651,,0,0,16000,14.8879,100.4046,100
1.0.134.0/23,1609350,1605651,,0,0,72130,13.7494,100.5024,100
1.0.136.0/23,1153269,1605651,,0,0,77110,12.5667,99.9667,200
1.0.138.0/24,1153269,1605651,,0,0,77110,12.5667,99.9667,200
1.0.139.0/24,1611439,1605651,,0,0,24140,13.6,101.0833,200
1.0.140.0/23,1607017,1605651,,0,0,21000,12.666,101.2802,1
1.0.142.0/24,1620566,1605651,,0,0,,13.497,100.0832,50
1.0.143.0/24,1609350,1605651,,0,0,10400,13.7618,100.5324,10
1.0.144.0/23,1609350,1605651,,0,0,10200,13.7594,100.4889,200
1.0.146.0/23,1120248,1605651,,0,0,,8.8977,99.8651,100
1.0.148.0/22,1150085,1605651,,0,0,80110,8.15,99.7333,500
1.0.152.0/22,1153783,1605651,,0,0,84110,9.3847,99.2358,100
1.0.156.0/23,1151464,1605651,,0,0,82110,8.8366,98.3688,200
1.0.158.0/24,1156780,1605651,,0,0,80240,8.0731,98.9132,100
1.0.159.0/24,1609350,1605651,,0,0,10200,13.7594,100.4889,100
1.0.160.0/22,1150007,1605651,,0,0,92150,7.5702,99.3492,100
1.0.164.0/22,1609350,1605651,,0,0,10200,13.7594,100.4889,500
1.0.168.0/23,1151933,1605651,,0,0,80160,8.6667,99.9333,200
1.0.170.0/24,1152633,1605651,,0,0,81000,8.119,99.0214,50
1.0.171.0/24,1154689,1605651,,0,0,84140,9.4333,99.9667,50
1.0.172.0/23,1151464,1605651,,0,0,82180,8.5186,98.6312,100
1.0.174.0/23,1151254,1605651,,0,0,83120,7.9167,98.35,100
1.0.176.0/22,1611110,1605651,,0,0,20000,13.3626,100.9843,200
1.0.180.0/23,1611269,1605651,,0,0,22000,12.6528,102.1222,50
1.0.182.0/23,1616508,1605651,,0,0,,12.6631,101.3722,200
1.0.184.0/24,1611269,1605651,,0,0,22000,12.6528,102.1222,200
1.0.185.0/24,1611439,1605651,,0,0,24130,13.55,101,50
1.0.186.0/23,1609350,1605651,,0,0,10200,13.7594,100.4889,100
1.0.188.0/23,1607017,1605651,,0,0,21000,12.666,101.2802,100
1.0.190.0/23,1608539,1605651,,0,0,26000,14.2031,101.2147,100
1.0.192.0/22,1151933,1605651,,0,0,80000,8.4292,99.9624,50
1.0.196.0/22,7091861,1605651,,0,0,,7.8602,98.3378,10
1.0.200.0/22,1609350,1605651,,0,0,10510,13.8177,100.7465,100
1.0.204.0/22,1605912,1605651,,0,0,60140,15.6454,100.2218,50
1.0.208.0/23,1606588,1605651,,0,0,74000,13.5333,100.2833,20
1.0.210.0/23,1609032,1605651,,0,0,15000,14.8025,100.6181,1
1.0.212.0/23,1149698,1605651,,0,0,76000,13.0694,100.0528,50
1.0.214.0/23,1606147,1605651,,0,0,90110,7.1,100.4167,500
1.0.216.0/22,1151933,1605651,,0,0,80160,8.6667,99.9333,500
1.0.220.0/22,1153557,1605651,,0,0,86000,10.4988,99.1697,50
1.0.224.0/22,1605239,1605651,,0,0,41000,17.4158,102.7849,100
1.0.228.0/22,1609345,1605651,,0,0,46110,16.5296,104.0653,100
1.0.232.0/22,1605070,1605651,,0,0,47150,17.2809,103.633,50
1.0.236.0/22,1610469,1605651,,0,0,46120,16.4006,103.3869,100
1.0.240.0/21,1609350,1605651,,0,0,10170,13.7653,100.4536,500
1.0.248.0/23,1606147,1605651,,0,0,90000,7.0206,100.6637,20
1.0.250.0/23,1606147,1605651,,0,0,90110,7.1,100.4167,20
1.0.252.0/23,1606939,1605651,,0,0,90120,6.6395,100.4273,20
1.0.254.0/24,1606147,1605651,,0,0,90000,7.0206,100.6637,20
1.0.255.0/24,1604597,1605651,,0,0,96160,5.9329,101.899,20
1.1.0.0/24,1814991,1814991,,0,0,,34.7725,113.7266,50
1.1.1.0/24,2077456,2077456,,0,0,,-33.494,143.2104,1000
1.1.2.0/23,1814991,1814991,,0,0,,34.7725,113.7266,50
1.1.4.0/22,1814991,1814991,,0,0,,34.7725,113.7266,50
1.1.8.0/21,1814991,1814991,,0,0,,34.7725,113.7266,50
1.1.16.0/20,1814991,1814991,,0,0,,34.7725,113.7266,50
1.1.32.0/19,1814991,1814991,,0,0,,34.7725,113.7266,50
1.1.64.0/19,1861060,1861060,,0,0,,35.69,139.69,500
1.1.96.0/20,2111149,1861060,,0,0,980-0001,38.2707,140.8941,1000
1.1.112.0/21,2111149,1861060,,0,0,980-0001,38.2707,140.8941,1000
1.1.120.0/22,2111149,1861060,,0,0,980-0001,38.2707,140.8941,1000
1.1.124.0/24,2111149,1861060,,0,0,980-0001,38.2707,140.8941,1000
1.1.125.0/27,2111149,1861060,,0,0,980-0001,38.2707,140.8941,1000
1.1.125.32/28,2111149,1861060,,0,0,980-0001,38.2707,140.8941,1000
1.1.125.48/30,2111149,1861060,,0,0,980-0001,38.2707,140.8941,1000
1.1.125.52/32,2111149,1861060,,0,0,980-0001,38.2707,140.8941,1000
1.1.125.53/32,1850147,1861060,,0,0,102-0082,35.6882,139.7532,1000
1.1.125.54/32,2111149,1861060,,0,0,980-0001,38.2707,140.8941,1000
1.1.125.55/32,1850147,1861060,,0,0,102-0082,35.6882,139.7532,1000
1.1.125.56/30,2111149,1861060,,0,0,980-0001,38.2707,140.8941,1000
1.1.125.60/31,2111149,1861060,,0,0,980-0001,38.2707,140.8941,1000
1.1.125.62/31,1850147,1861060,,0,0,102-0082,35.6882,139.7532,1000
1.1.125.64/28,1850147,1861060,,0,0,102-0082,35.6882,139.7532,1000
1.1.125.80/29,2111149,1861060,,0,0,980-0001,38.2707,140.8941,1000
1.1.125.88/31,2111149,1861060,,0,0,980-0001,38.2707,140.8941,1000
1.1.125.90/32,1850147,1861060,,0,0,102-0082,35.6882,139.7532,1000
1.1.125.91/32,2111149,1861060,,0,0,980-0001,38.2707,140.8941,1000
1.1.125.92/32,1850147,1861060,,0,0,102-0082,35.6882,139.7532,1000
1.1.125.93/32,2111149,1861060,,0,0,980-0001,38.2707,140.8941,1000
1.1.125.94/31,2111149,1861060,,0,0,980-0001,38.2707,140.8941,1000
1.1.125.96/27,1850147,1861060,,0,0,102-0082,35.6882,139.7532,1000
1.1.125.128/25,2111149,1861060,,0,0,980-0001,38.2707,140.8941,1000
1.1.126.0/23,2111149,1861060,,0,0,980-0001,38.2707,140.8941,1000
1.1.128.0/23,1609071,1605651,,0,0,42130,17.2969,101.7695,50
1.1.130.0/23,1609776,1605651,,0,0,40000,16.295,102.6138,100
1.1.132.0/22,1605239,1605651,,0,0,41000,17.4158,102.7849,200
1.1.136.0/23,1610469,1605651,,0,0,46000,16.4343,103.4992,500
1.1.138.0/23,1609071,1605651,,0,0,42000,17.4809,101.7184,500
1.1.140.0/23,1610469,1605651,,0,0,46000,16.4343,103.4992,500
1.1.142.0/23,1154689,1605651,,0,0,84140,9.4333,99.9667,500
1.1.144.0/23,1605239,1605651,,0,0,41000,17.4158,102.7849,100
1.1.146.0/23,1609071,1605651,,0,0,42160,17.449,101.3642,200
1.1.148.0/22,1606147,1605651,,0,0,90000,7.0206,100.6637,100
1.1.152.0/22,1609350,1605651,,0,0,10200,13.7594,100.4889,500
1.1.156.0/22,1150965,1605651,,0,0,85000,9.9667,98.6333,500
1.1.160.0/23,1153671,1605651,,0,0,50000,18.791,98.9782,200
1.1.162.0/23,1117535,1605651,,0,0,58130,19.3172,98.4506,100
1.1.164.0/22,1153669,1605651,,0,0,57000,19.8968,99.8309,100
1.1.168.0/21,1153669,1605651,,0,0,57250,19.8873,99.916,200
1.1.176.0/22,1609350,1605651,,0,0,10200,13.7594,100.4889,20
1.1.180.0/23,1610223,1605651,,0,0,44150,16.3292,103.2975,100
1.1.182.0/23,1604769,1605651,,0,0,35000,15.7953,104.1494,100
1.1.184.0/22,1605239,1605651,,0,0,41000,17.4158,102.7849,100
1.1.188.0/22,1611439,1605651,,0,0,24120,13.75,101.35,100
1.1.192.0/21,1605070,1605651,,0,0,47150,17.2809,103.633,200
1.1.200.0/21,1605239,1605651,,0,0,41000,17.4158,102.7849,50
1.1.208.0/23,7748353,1605651,,0,0,,17.489,102.6711,100
1.1.210.0/23,1609071,1605651,,0,0,42000,17.4809,101.7184,100
1.1.212.0/22,1605239,1605651,,0,0,41000,17.4158,102.7849,100
1.1.216.0/23,1606030,1605651,,0,0,,14.8853,103.4939,200
1.1.218.0/23,1153671,1605651,,0,0,50000,18.791,98.9782,200
1.1.220.0/22,1153671,1605651,,0,0,50000,18.791,98.9782,200
1.1.224.0/23,1608529,1605651,,0,0,30000,15.0598,102.2215,200
1.1.226.0/23,1608529,1605651,,0,0,30240,14.9705,102.079,200
1.1.228.0/22,1608529,1605651,,0,0,30000,15.0598,102.2215,200
1.1.232.0/22,1608529,1605651,,0,0,30000,15.0598,102.2215,200
1.1.236.0/22,1605239,1605651,,0,0,41000,17.4158,102.7849,200
1.1.240.0/23,1608900,1605651,,0,0,44000,15.9585,103.1847,100
1.1.242.0/23,1611453,1605651,,0,0,31240,14.8361,102.736,100
1.1.244.0/22,1608900,1605651,,0,0,44000,15.9585,103.1847,100
1.1.248.0/22,1611110,1605651,,0,0,20000,13.3626,100.9843,500
1.1.252.0/23,1609350,1605651,,0,0,10700,13.751,100.4873,20
1.1.254.0/23,1607812,1605651,,0,0,47130,17.3504,103.8439,500
1.2.0.0/23,1814991,1814991,,0,0,,34.7725,113.7266,50
1.2.2.0/24,1814991,1814991,,0,0,,34.7725,113.7266,50
1.2.3.0/24,524901,2077456,,0,0,125009,55.7527,37.6172,1000
1.2.4.0/22,1814991,1814991,,0,0,,34.7725,113.7266,50
1.2.8.0/24,1814991,1814991,,0,0,,34.7725,113.7266,50
1.2.9.0/24,1489425,1814991,,0,0,634063,56.5,84.9667,50
1.2.10.0/23,1814991,1814991,,0,0,,34.7725,113.7266,50
1.2.12.0/22,1814991,1814991,,0,0,,34.7725,113.7266,50
1.2.16.0/20,1814991,1814991,,0,0,,34.7725,113.7266,50
1.2.32.0/19,1814991,1814991,,0,0,,34.7725,113.7266,50
1.2.64.0/18,1814991,1814991,,0,0,,34.7725,113.7266,50
1.2.128.0/21,1609350,1605651,,0,0,10310,13.7877,100.5068,500
1.2.136.0/23,1609071,1605651,,0,0,42210,17.4867,101.9816,200
1.2.138.0/23,1615306,1605651,,0,0,41150,17.135,102.972,200
1.2.140.0/23,7748353,1605651,,0,0,,17.489,102.6711,100
1.2.142.0/23,1603642,1605651,,0,0,40110,16.0708,102.7359,100
1.2.144.0/22,1606790,1605651,,0,0,47000,17.4046,103.7674,200
1.2.148.0/22,1609071,1605651,,0,0,42160,17.449,101.3642,200
1.2.152.0/24,1609350,1605651,,0,0,10150,13.6984,100.4638,500
1.2.153.0/24,1606350,1605651,,0,0,47110,17.4694,103.459,500
1.2.154.0/23,1603666,1605651,,0,0,43000,18.0501,103.3054,500
1.2.156.0/23,1605483,1605651,,0,0,48110,16.946,104.7327,100
1.2.158.0/23,1607812,1605651,,0,0,47130,17.3504,103.8439,100
1.2.160.0/22,1152473,1605651,,0,0,52000,18.2983,99.5072,200
1.2.164.0/23,1608529,1605651,,0,0,30000,15.0598,102.2215,200
1.2.166.0/23,1606147,1605651,,0,0,90110,7.1,100.4167,100
1.2.168.0/21,1607097,1605651,,0,0,95140,6.4828,101.4252,1000
1.2.176.0/23,1604654,1605651,,0,0,39170,17.3069,102.1925,100
1.2.178.0/24,1609350,1605651,,0,0,10310,13.7877,100.5068,10
1.2.179.0/24,1609350,1605651,,0,0,10120,13.7086,100.4553,50
1.2.180.0/22,1151254,1605651,,0,0,83000,7.95,98.3564,500
1.2.184.0/23,1609350,1605651,,0,0,10310,13.7877,100.5068,100
1.2.186.0/23,1606147,1605651,,0,0,90000,7.0206,100.6637,100
1.2.188.0/24,1606270,1605651,,0,0,16000,14.8879,100.4046,200
1.2.189.0/24,1609350,1605651,,0,0,10200,13.7594,100.4889,200
1.2.190.0/24,1606586,1605651,,0,0,75120,13.467,99.9354,200
1.2.191.0/24,1606270,1605651,,0,0,16000,14.8879,100.4046,200
1.2.192.0/22,1153090,1605651,,0,0,62000,16.31,99.68,200
1.2.196.0/23,1153090,1605651,,0,0,62000,16.31,99.68,200
1.2.198.0/23,1119225,1605651,,0,0,,16.9833,99.8667,200
1.2.200.0/23,1607737,1605651,,0,0,67110,16.7833,101.25,200
1.2.202.0/23,1119225,1605651,,0,0,,16.9833,99.8667,200
1.2.204.0/23,1609350,1605651,,0,0,10260,13.6682,100.5805,200
1.2.206.0/24,1605221,1605651,,0,0,61000,15.369,100.0476,200
1.2.207.0/24,1607737,1605651,,0,0,67000,16.4161,101.1322,200
1.2.208.0/20,1153090,1605651,,0,0,62000,16.31,99.68,200
1.2.224.0/22,1611453,1605651,,0,0,31180,14.9943,103.1039,200
1.2.228.0/22,1608529,1605651,,0,0,30000,15.0598,102.2215,100
1.2.232.0/23,1154689,1605651,,0,0,84140,9.4333,99.9667,200
1.2.234.0/23,1150515,1605651,,0,0,84280,9.1401,99.3331,200
1.2.236.0/22,1608529,1605651,,0,0,30000,15.0598,102.2215,200
1.2.240.0/22,1605490,1605651,,0,0,60160,15.6335,100.4868,200
1.2.244.0/23,1605490,1605651,,0,0,60160,15.6335,100.4868,200
1.2.246.0/23,1605221,1605651,,0,0,61000,15.369,100.0476,200
1.2.248.0/23,1606250,1605651,,0,0,20110,13.1737,100.9311,500
1.2.250.0/23,1616508,1605651,,0,0,,12.6631,101.3722,500
1.2.252.0/22,1606250,1605651,,0,0,20110,13.1737,100.9311,500
1.3.0.0/16,1814991,1814991,,0,0,,34.7725,113.7266,50
1.4.0.0/24,2077456,2077456,,0,0,,-33.494,143.2104,1000
1.4.1.0/24,1814991,1814991,,0,0,,34.7725,113.7266,50
1.4.2.0/23,1814991,1814991,,0,0,,34.7725,113.7266,50
1.4.4.0/22,1814991,1814991,,0,0,,34.7725,113.7266,50
1.4.8.0/24,1814991,1814991,,0,0,,34.7725,113.7266,50
1.4.9.0/24,498817,1814991,,0,0,190971,59.8981,30.2619,50
1.4.10.0/23,1814991,1814991,,0,0,,34.7725,113.7266,50
1.4.12.0/22,1814991,1814991,,0,0,,34.7725,113.7266,50
1.4.16.0/20,1814991,1814991,,0,0,,34.7725,113.7266,50
1.4.32.0/19,1814991,1814991,,0,0,,34.7725,113.7266,50
1.4.64.0/18,1814991,1814991,,0,0,,34.7725,113.7266,50
1.4.128.0/22,1611439,1605651,,0,0,24140,13.6,101.0833,500
1.4.132.0/22,1605239,1605651,,0,0,41000,17.4158,102.7849,100
1.4.136.0/22,1605239,1605651,,0,0,41000,17.4158,102.7849,100
1.4.140.0/22,1608534,1605651,,0,0,73000,13.8667,100.1917,200
1.4.144.0/22,1608133,1605651,,0,0,11110,13.9166,100.425,20
1.4.148.0/22,1609350,1605651,,0,0,10230,13.7494,100.5024,100
1.4.152.0/24,7095697,1605651,,0,0,90230,6.7,101.0333,1000
1.4.153.0/25,1606343,1605651,,0,0,43150,17.9353,103.9479,1000
1.4.153.128/25,7095697,1605651,,0,0,90230,6.7,101.0333,1000
1.4.154.0/23,7095697,1605651,,0,0,90230,6.7,101.0333,1000
1.4.156.0/23,7095697,1605651,,0,0,90230,6.7,101.0333,1000
1.4.158.0/24,1152468,1605651,,0,0,51000,18.5811,99.0092,1000
1.4.159.0/24,1607978,1605651,,0,0,94000,6.8754,101.2558,1000
1.4.160.0/24,1609350,1605651,,0,0,10250,13.8594,100.4775,10
1.4.161.0/24,1609350,1605651,,0,0,10240,13.7663,100.6503,10
1.4.162.0/23,1609350,1605651,,0,0,10250,13.8594,100.4775,10
1.4.164.0/23,7026898,1605651,,0,0,10240,13.7322,100.6515,20
1.4.166.0/24,1609350,1605651,,0,0,10250,13.8594,100.4775,50
1.4.167.0/24,1609350,1605651,,0,0,10510,13.8177,100.7465,10
1.4.168.0/23,1609350,1605651,,0,0,10250,13.8594,100.4775,50
1.4.170.0/23,1609350,1605651,,0,0,10510,13.8177,100.7465,20
1.4.172.0/24,1609350,1605651,,0,0,10250,13.8594,100.4775,20
1.4.173.0/24,1609350,1605651,,0,0,10510,13.8177,100.7465,20
1.4.174.0/23,1609350,1605651,,0,0,10310,13.7877,100.5068,20
1.4.176.0/23,9004774,1605651,,0,0,40190,15.7299,102.8022,100
1.4.178.0/23,1609776,1605651,,0,0,40000,16.295,102.6138,100
1.4.180.0/23,1608232,1605651,,0,0,43110,17.8458,102.5882,100
1.4.182.0/23,1602537,1605651,,0,0,,17.5439,102.1978,100
1.4.184.0/23,1609776,1605651,,0,0,40270,16.45,102.6333,50
1.4.186.0/23,1609776,1605651,,0,0,40000,16.295,102.6138,100
1.4.188.0/22,1611410,1605651,,0,0,41290,17.135,102.972,50
1.4.192.0/23,1609350,1605651,,0,0,10520,13.7167,100.7833,10
1.4.194.0/23,1609350,1605651,,0,0,10700,13.751,100.4873,10
1.4.196.0/22,1609350,1605651,,0,0,10700,13.751,100.4873,10
1.4.200.0/21,1611269,1605651,,0,0,22000,12.6528,102.1222,200
1.4.208.0/23,1609350,1605651,,0,0,10160,13.7159,100.417,100
1.4.210.0/23,1607725,1605651,,0,0,66110,16.2136,100.4307,200
1.4.212.0/22,1608133,1605651,,0,0,11000,13.8908,100.4333,200
1.4.216.0/24,1604769,1605651,,0,0,35000,15.7953,104.1494,500
1.4.217.0/24,7290492,1605651,,0,0,84150,9.1514,99.3081,500
1.4.218.0/23,7290492,1605651,,0,0,84150,9.1514,99.3081,500
1.4.220.0/23,1606586,1605651,,0,0,75000,13.4,100,50
1.4.222.0/23,1606588,1605651,,0,0,74000,13.5333,100.2833,50
1.4.224.0/23,1610469,1605651,,0,0,46170,16.6,103.2167,200
1.4.226.0/24,1605239,1605651,,0,0,41000,17.4158,102.7849,200
1.4.227.0/24,1610469,1605651,,0,0,46170,16.6,103.2167,200
1.4.228.0/23,1605239,1605651,,0,0,41000,17.4158,102.7849,100
1.4.230.0/23,1609350,1605651,,0,0,10110,13.7086,100.4553,500
1.4.232.0/23,1614336,1605651,,0,0,41110,17.109,103.0221,100
1.4.234.0/23,1605239,1605651,,0,0,41000,17.4158,102.7849,100
1.4.236.0/23,1609071,1605651,,0,0,42230,17.1636,101.7639,200
1.4.238.0/23,1603708,1605651,,0,0,,17.4344,103.5967,200
1.4.240.0/22,1150007,1605651,,0,0,92220,7.7369,99.2816,500
1.4.244.0/22,1151464,1605651,,0,0,82180,8.5186,98.6312,200
1.4.248.0/23,1150007,1605651,,0,0,92000,7.5611,99.5417,200
1.4.250.0/23,1150515,1605651,,0,0,84000,9.1308,99.3628,5
1.4.252.0/23,1606147,1605651,,0,0,90000,7.0206,100.6637,20
1.4.254.0/23,1606939,1605651,,0,0,90120,6.6395,100.4273,100
1.5.0.0/16,1861060,1861060,,0,0,,35.69,139.69,500
1.6.0.0/22,1277333,1269750,,0,0,560002,12.9721,77.5933,500
1.6.4.0/22,1275339,1269750,,0,0,400076,19.0748,72.8856,500
1.6.8.0/21,1261481,1269750,,0,0,110001,28.6331,77.2207,500
1.6.16.0/20,1275339,1269750,,0,0,400076,19.0748,72.8856,500
1.6.32.0/19,1275339,1269750,,0,0,400703,19.0397,73.0141,10
1.6.64.0/21,1277333,1269750,,0,0,560002,12.9721,77.5933,200
1.6.72.0/23,1275339,1269750,,0,0,400022,19.0748,72.8856,200
1.6.74.0/23,1259229,1269750,,0,0,411005,18.5213,73.8523,200
1.6.76.0/22,1275339,1269750,,0,0,400022,19.0748,72.8856,200
1.6.80.0/20,1277333,1269750,,0,0,560002,12.9721,77.5933,200
1.6.96.0/19,1277333,1269750,,0,0,560002,12.9721,77.5933,1000
1.6.128.0/21,1269750,1269750,,0,0,,20.0063,77.006,1000
1.6.136.0/24,1261481,1269750,,0,0,110001,28.6331,77.2207,20
1.6.137.0/24,1269750,1269750,,0,0,,20.0063,77.006,1000
1.6.138.0/23,1269750,1269750,,0,0,,20.0063,77.006,1000
1.6.140.0/22,1269750,1269750,,0,0,,20.0063,77.006,1000
1.6.144.0/20,1269750,1269750,,0,0,,20.0063,77.006,1000
1.6.160.0/22,1272648,1269750,,0,0,785670,27.4799,94.9084,1000
1.6.164.0/22,1275004,1269750,,0,0,700059,22.5655,88.3653,1000
1.6.168.0/21,1272648,1269750,,0,0,785670,27.4799,94.9084,1000
1.6.176.0/20,1277333,1269750,,0,0,560002,12.9721,77.5933,500
1.6.192.0/20,1269750,1269750,,0,0,,20.0063,77.006,1000
1.6.208.0/21,1277333,1269750,,0,0,560002,12.9721,77.5933,1
1.6.216.0/21,1269750,1269750,,0,0,,20.0063,77.006,1000
1.6.224.0/19,1269750,1269750,,0,0,,20.0063,77.006,1000
1.7.0.0/16,1269750,1269750,,0,0,,20.0063,77.006,1000
1.8.0.0/16,1814991,1814991,,0,0,,34.7725,113.7266,50
1.9.0.0/23,1735161,1733045,,0,0,58200,3.0947,101.6796,20
1.9.2.0/24,1735161,1733045,,0,0,60000,3.1484,101.6386,20
1.9.3.0/24,1735161,1733045,,0,0,58200,3.0947,101.6796,20
1.9.4.0/22,1735161,1733045,,0,0,58200,3.0947,101.6796,20
1.9.8.0/21,1735161,1733045,,0,0,58200,3.0947,101.6796,20
1.9.16.0/22,1735166,1733045,,0,0,68100,3.2248,101.678,20
1.9.20.0/22,1735161,1733045,,0,0,50480,3.1671,101.6708,5
1.9.24.0/23,1749825,1733045,,0,0,47100,3.0732,101.6221,20
1.9.26.0/23,1735161,1733045,,0,0,50480,3.1671,101.6708,20
1.9.28.0/22,1734798,1733045,,0,0,43500,2.9982,101.8017,20
1.9.32.0/20,10941913,1733045,,0,0,43000,3.0081,101.7719,20
1.9.48.0/22,1735161,1733045,,0,0,50470,3.1397,101.6852,10
1.9.52.0/23,1732752,1733045,,0,0,81200,1.5249,103.6874,10
1.9.54.0/24,1735161,1733045,,0,0,50490,3.1443,101.6718,10
1.9.55.0/24,1732903,1733045,,0,0,40200,3.0544,101.5169,10
1.9.56.0/21,1735161,1733045,,0,0,50470,3.1397,101.6852,10
1.9.64.0/21,1734439,1733045,,0,0,8100,5.7879,100.4719,50
1.9.72.0/23,1733048,1733045,,0,0,9810,6.0034,100.6647,100
1.9.74.0/24,1735450,1733045,,0,0,32200,4.3193,100.7978,100
1.9.75.0/24,1735161,1733045,,0,0,50350,3.1512,101.6956,100
1.9.76.0/23,1734634,1733045,,0,0,30020,4.6307,101.0458,100
1.9.78.0/23,1735077,1733045,,0,0,13600,5.3811,100.3854,100
1.9.80.0/23,1735102,1733045,,0,0,11900,5.329,100.292,100
1.9.82.0/23,1736309,1733045,,0,0,5200,6.0276,100.3989,100
1.9.84.0/22,10941913,1733045,,0,0,43000,3.0081,101.7719,100
